T,Q
4813.0,246456910000000.0
4814.0,247143370000000.0
4815.0,247831620000000.0
4816.0,248521680000000.0
4817.0,249213540000000.0
4818.0,249907220000000.0
4819.0,250602710000000.0
4820.0,251300020000000.0
4821.0,251999160000000.0
4822.0,252700130000000.0
4823.0,253402930000000.0
4824.0,254107570000000.0
4825.0,254814050000000.0
4826.0,255522390000000.0
4827.0,256232570000000.0
4828.0,256944610000000.0
4829.0,257658510000000.0
4830.0,258374280000000.0
4831.0,259091920000000.0
4832.0,259811430000000.0
4833.0,260532820000000.0
4834.0,261256100000000.0
4835.0,261981270000000.0
4836.0,262708330000000.0
4837.0,263437280000000.0
4838.0,264168140000000.0
4839.0,264900910000000.0
4840.0,265635590000000.0
4841.0,266372190000000.0
4842.0,267110700000000.0
4843.0,267851150000000.0
4844.0,268593520000000.0
4845.0,269337830000000.0
4846.0,270084080000000.0
4847.0,270832270000000.0
4848.0,271582420000000.0
4849.0,272334520000000.0
4850.0,273088580000000.0
4851.0,273844600000000.0
4852.0,274602590000000.0
4853.0,275362550000000.0
4854.0,276124500000000.0
4855.0,276888420000000.0
4856.0,277654340000000.0
4857.0,278422250000000.0
4858.0,279192150000000.0
4859.0,279964060000000.0
4860.0,280737970000000.0
4861.0,281513900000000.0
4862.0,282291850000000.0
4863.0,283071810000000.0
4864.0,283853810000000.0
4865.0,284637830000000.0
4866.0,285423900000000.0
4867.0,286212000000000.0
4868.0,287002160000000.0
4869.0,287794360000000.0
4870.0,288588620000000.0
4871.0,289384950000000.0
4872.0,290183340000000.0
4873.0,290983800000000.0
4874.0,291786340000000.0
4875.0,292590960000000.0
4876.0,293397670000000.0
4877.0,294206470000000.0
4878.0,295017370000000.0
4879.0,295830370000000.0
4880.0,296645480000000.0
4881.0,297462700000000.0
4882.0,298282040000000.0
4883.0,299103500000000.0
4884.0,299927090000000.0
4885.0,300752810000000.0
4886.0,301580670000000.0
4887.0,302410670000000.0
4888.0,303242830000000.0
4889.0,304077130000000.0
4890.0,304913600000000.0
4891.0,305752230000000.0
4892.0,306593030000000.0
4893.0,307436010000000.0
4894.0,308281160000000.0
4895.0,309128500000000.0
4896.0,309978040000000.0
4897.0,310829760000000.0
4898.0,311683690000000.0
4899.0,312539830000000.0
4900.0,313398180000000.0
4901.0,314258740000000.0
4902.0,315121530000000.0
4903.0,315986550000000.0
4904.0,316853800000000.0
4905.0,317723290000000.0
4906.0,318595020000000.0
4907.0,319469000000000.0
4908.0,320345240000000.0
4909.0,321223740000000.0
4910.0,322104510000000.0
4911.0,322987540000000.0
4912.0,323872860000000.0
4913.0,324760450000000.0
4914.0,325650340000000.0
4915.0,326542520000000.0
4916.0,327436990000000.0
4917.0,328333780000000.0
4918.0,329232870000000.0
4919.0,330134280000000.0
4920.0,331038010000000.0
4921.0,331944070000000.0
4922.0,332852460000000.0
4923.0,333763180000000.0
4924.0,334676260000000.0
4925.0,335591680000000.0
4926.0,336509460000000.0
4927.0,337429590000000.0
4928.0,338352100000000.0
4929.0,339276980000000.0
4930.0,340204230000000.0
4931.0,341133870000000.0
4932.0,342065900000000.0
4933.0,343000320000000.0
4934.0,343937150000000.0
4935.0,344876380000000.0
4936.0,345818020000000.0
4937.0,346762080000000.0
4938.0,347708570000000.0
4939.0,348657490000000.0
4940.0,349608840000000.0
4941.0,350562630000000.0
4942.0,351518880000000.0
4943.0,352477570000000.0
4944.0,353438730000000.0
4945.0,354402350000000.0
4946.0,355368440000000.0
4947.0,356337010000000.0
4948.0,357308060000000.0
4949.0,358281600000000.0
4950.0,359257640000000.0
4951.0,360236180000000.0
4952.0,361217220000000.0
4953.0,362200780000000.0
4954.0,363186850000000.0
4955.0,364175460000000.0
4956.0,365166590000000.0
4957.0,366160260000000.0
4958.0,367156470000000.0
4959.0,368155240000000.0
4960.0,369156550000000.0
4961.0,370160430000000.0
4962.0,371166880000000.0
4963.0,372175910000000.0
4964.0,373187510000000.0
4965.0,374201700000000.0
4966.0,375218480000000.0
4967.0,376237860000000.0
4968.0,377259840000000.0
4969.0,378284440000000.0
4970.0,379311650000000.0
4971.0,380341490000000.0
4972.0,381373960000000.0
4973.0,382409060000000.0
4974.0,383446810000000.0
4975.0,384487200000000.0
4976.0,385530250000000.0
4977.0,386575970000000.0
4978.0,387624350000000.0
4979.0,388675400000000.0
4980.0,389729140000000.0
4981.0,390785560000000.0
4982.0,391844670000000.0
4983.0,392906490000000.0
4984.0,393971010000000.0
4985.0,395038250000000.0
4986.0,396108200000000.0
4987.0,397180880000000.0
4988.0,398256290000000.0
4989.0,399334450000000.0
4990.0,400415340000000.0
4991.0,401498990000000.0
4992.0,402585400000000.0
4993.0,403674570000000.0
4994.0,404766520000000.0
4995.0,405861240000000.0
4996.0,406958750000000.0
4997.0,408059050000000.0
4998.0,409162140000000.0
4999.0,410268050000000.0
5000.0,411376760000000.0
